State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Assam,677,3589
Assam,821,4927
Assam,680,5580
Assam,795,9569
Assam,374,27371
Assam,645,38704
Assam,288,14444
Assam,609,17156
Assam,248,8255
Assam,555,6768
Assam,650,1454
Assam,457,6114
Assam,634,5738
Assam,652,3266
Assam,232,14356
Assam,995,4591
Assam,392,17374
Assam,617,3636
Assam,147,15156
Assam,432,15723
Assam,246,9530
Assam,26,2198
Assam,240,5724
Assam,299,914
Assam,360,10280
Assam,758,8111
Assam,1260,14328
Assam,613,3498
Assam,345,0
Bihar,350,4416
Bihar,69,6803
Bihar,339,10628
Bihar,692,29244
Bihar,68,11498
Bihar,699,788
Bihar,821,30674
Bihar,827,22914
Bihar,542,8933
Bihar,36,12390
Bihar,427,10822
Bihar,322,25778
Bihar,328,6961
Bihar,632,12229
Bihar,773,6415
Bihar,768,11339
Bihar,781,3966
Bihar,213,2156
Bihar,357,7624
Bihar,581,8933
Bihar,401,386
Bihar,188,0
Bihar,658,7667
Bihar,389,31298
Bihar,757,12894
Bihar,626,9961
Bihar,632,0
Bihar,875,13509
Bihar,1023,3903
Bihar,1066,0
Bihar,470,13032
Bihar,142,30042
Bihar,207,10555
Bihar,618,14940
Bihar,237,13780
Bihar,1360,0
Bihar,176,17101
Bihar,552,11082
Bihar,646,9315
Bihar,360,1925
Bihar,304,2176
Bihar,565,12270
Bihar,881,16519
Bihar,745,9307
Chhattisgarh,720,15920
Chhattisgarh,347,5938
Chhattisgarh,643,2948
Chhattisgarh,729,11779
Chhattisgarh,312,4819
Chhattisgarh,369,19079
Chhattisgarh,448,0
Chhattisgarh,650,9356
Chhattisgarh,423,13487
Chhattisgarh,766,9054
Chhattisgarh,984,13229
Chhattisgarh,38,10976
Chhattisgarh,541,3122
Chhattisgarh,106,36097
Chhattisgarh,399,3974
Chhattisgarh,875,4817
Chhattisgarh,746,1844
Chhattisgarh,665,9084
Chhattisgarh,99,8318
Chhattisgarh,139,8256
Chhattisgarh,825,523
Chhattisgarh,1261,6339
Chhattisgarh,417,8001
Chhattisgarh,196,1974
Chhattisgarh,412,21401
Chhattisgarh,645,20390
Chhattisgarh,857,9539
Chhattisgarh,632,17732
Chhattisgarh,460,5155
Chhattisgarh,441,12384
Chhattisgarh,386,10534
Chhattisgarh,1004,18907
Chhattisgarh,209,11006
Chhattisgarh,829,9669
Chhattisgarh,447,5147
Chhattisgarh,640,11173
Chhattisgarh,326,18205
Chhattisgarh,119,1670
Chhattisgarh,267,0
Chhattisgarh,677,24112
Chhattisgarh,987,6981
Chhattisgarh,427,3696
Chhattisgarh,204,14478
Chhattisgarh,444,16670
Chhattisgarh,130,6905
Chhattisgarh,396,323
Chhattisgarh,361,21885
Chhattisgarh,626,6415
Chhattisgarh,62,21341
Chhattisgarh,491,6265
Chhattisgarh,616,5891
Chhattisgarh,672,11059
Chhattisgarh,539,6791
Chhattisgarh,679,3481
Chhattisgarh,612,12009
Chhattisgarh,528,17761
Chhattisgarh,538,13397
Chhattisgarh,959,6085
Chhattisgarh,147,4222
Chhattisgarh,243,9657
Chhattisgarh,481,5584
Chhattisgarh,229,4060
Chhattisgarh,572,5304
Chhattisgarh,689,8212
Chhattisgarh,556,7558
Chhattisgarh,414,3444
Delhi,238,3242
Delhi,526,11221
Delhi,770,10776
Delhi,190,322
Delhi,713,1775
Delhi,848,12014
Delhi,387,6047
Delhi,666,17596
Delhi,195,0
Delhi,221,9707
Delhi,394,15656
Delhi,243,0
Delhi,809,7553
Delhi,1021,6886
Delhi,827,17083
Delhi,531,7594
Delhi,814,9254
Delhi,431,6640
Delhi,344,17727
Delhi,396,5986
Delhi,620,23001
Delhi,189,8961
Delhi,840,9300
Delhi,233,15392
Delhi,335,29296
Delhi,633,15020
Delhi,1082,7120
Delhi,1259,8728
Delhi,146,7200
Delhi,569,5920
Delhi,942,4869
Delhi,835,28551
Delhi,603,7606
Delhi,277,16684
Delhi,470,7157
Delhi,1026,13529
Delhi,781,29138
Delhi,332,25276
Delhi,640,13936
Delhi,1139,2798
Delhi,198,23941
Delhi,555,8859
Delhi,1171,24299
Delhi,234,6752
Delhi,320,2868
Delhi,527,7591
Delhi,483,2111
Delhi,482,19362
Delhi,358,4562
Delhi,558,15426
Delhi,204,20629
Delhi,408,0
Delhi,402,0
Gujarat,130,20829
Gujarat,55,24818
Gujarat,490,16125
Gujarat,625,942
Gujarat,654,8039
Gujarat,13,9930
Gujarat,572,7355
Gujarat,559,26175
Gujarat,989,15247
Gujarat,788,19801
Gujarat,723,8780
Gujarat,361,577
Gujarat,412,8242
Gujarat,507,16214
Gujarat,868,16403
Gujarat,528,5876
Gujarat,525,6672
Gujarat,577,8518
Gujarat,709,7119
Gujarat,645,4800
Gujarat,140,3892
Gujarat,282,0
Gujarat,443,0
Gujarat,340,3341
Gujarat,396,7405
Gujarat,257,14947
Gujarat,888,3208
Gujarat,333,8517
Gujarat,280,0
Gujarat,334,6036
Gujarat,199,9228
Gujarat,568,10785
Gujarat,717,22279
Gujarat,87,0
Gujarat,1035,9520
Gujarat,51,21415
Gujarat,523,6411
Gujarat,264,12331
Gujarat,768,5901
Gujarat,356,17109
Gujarat,761,5839
Gujarat,942,13451
Gujarat,971,22185
Gujarat,689,8999
Gujarat,179,9103
Gujarat,388,19198
Haryana,747,20055
Haryana,151,6724
Haryana,589,18478
Haryana,722,16311
Haryana,595,7733
Haryana,380,13794
Haryana,286,10245
Haryana,558,27832
Haryana,768,19112
Haryana,621,12422
Haryana,528,0
Haryana,522,12202
Haryana,621,24328
Haryana,614,20333
Haryana,935,16863
Haryana,178,21149
Haryana,661,7124
Haryana,481,7861
Haryana,380,12402
Haryana,414,12589
Haryana,196,11960
Haryana,786,18880
Haryana,853,19842
Haryana,887,0
Haryana,495,0
Haryana,1117,12900
Haryana,327,20855
Haryana,77,2821
Haryana,793,13404
Haryana,703,17340
Haryana,462,2032
Haryana,227,29291
Haryana,288,11005
Haryana,505,37819
Jharkhand,626,4200
Jharkhand,81,22553
Jharkhand,130,7071
Jharkhand,353,15354
Jharkhand,397,18076
Jharkhand,87,0
Jharkhand,267,16482
Jharkhand,226,6063
Jharkhand,150,13393
Jharkhand,136,9369
Jharkhand,676,21911
Jharkhand,688,7434
Jharkhand,677,19928
Jharkhand,274,3975
Jharkhand,227,20235
Jharkhand,893,4074
Jharkhand,659,9288
Jharkhand,88,9108
Jharkhand,252,17159
Jharkhand,796,0
Bihar,320,19012
Bihar,225,10203
Bihar,774,4461
Bihar,726,0
Bihar,588,22652
Bihar,331,2047
Bihar,584,12893
Bihar,738,11708
Bihar,50,7620
Bihar,970,10408
Bihar,424,7746
Bihar,66,17873
Bihar,240,8300
Bihar,495,327
Bihar,823,10057
Bihar,672,18495
Bihar,547,9429
Bihar,435,0
Bihar,770,4314
Bihar,789,26962
Bihar,279,6776
Bihar,202,29627
Bihar,481,3390
Bihar,919,18509
Bihar,152,15242
Bihar,251,12856
Bihar,672,25657
Bihar,514,7113
Chhattisgarh,679,15328
Chhattisgarh,595,18502
Chhattisgarh,604,2267
Chhattisgarh,501,11878
Chhattisgarh,405,7409
Chhattisgarh,709,11354
Chhattisgarh,110,5679
Chhattisgarh,343,13143
Chhattisgarh,581,23654
Chhattisgarh,616,17408
Chhattisgarh,304,21700
Chhattisgarh,649,36485
Chhattisgarh,523,22678
Chhattisgarh,380,9855
Chhattisgarh,280,0
Chhattisgarh,667,2906
Chhattisgarh,361,9768
Chhattisgarh,707,9957
Chhattisgarh,1164,16518
Chhattisgarh,727,4693
Chhattisgarh,198,17041
Chhattisgarh,202,28420
Chhattisgarh,595,5669
Chhattisgarh,718,12534
Chhattisgarh,335,10245
Chhattisgarh,718,20457
Chhattisgarh,548,0
Chhattisgarh,491,23247
Chhattisgarh,1280,21300
Chhattisgarh,348,35799
Chhattisgarh,69,6534
Chhattisgarh,767,14988
Chhattisgarh,805,24857
Chhattisgarh,1010,16762
Chhattisgarh,760,14735
Chhattisgarh,612,4005
Chhattisgarh,1135,16719
Chhattisgarh,252,19610
Chhattisgarh,318,22034
Chhattisgarh,348,0
Chhattisgarh,1134,3217
Chhattisgarh,673,17866
Chhattisgarh,146,11711
Chhattisgarh,1077,7219
Chhattisgarh,272,12651
Chhattisgarh,652,41732
Chhattisgarh,741,13044
Chhattisgarh,275,12028
Chhattisgarh,214,13972
Chhattisgarh,339,9374
Delhi,495,10271
Delhi,267,19985
Delhi,831,7170
Delhi,234,13452
Delhi,470,10500
Delhi,430,14950
Delhi,519,10712
Delhi,479,27675
Delhi,984,0
Delhi,859,15657
Delhi,100,0
Delhi,731,14762
Delhi,712,15973
Delhi,65,13657
Delhi,409,19464
Delhi,602,4278
Delhi,762,9306
Delhi,419,17751
Delhi,525,17924
Delhi,540,17186
Delhi,77,5077
Delhi,94,3811
Delhi,477,23863
Delhi,118,0
Delhi,305,24419
Delhi,639,10315
Delhi,583,12333
Delhi,383,5605
Delhi,906,6265
Delhi,617,4264
Delhi,725,5687
Delhi,522,3280
Delhi,568,1957
Delhi,669,3169
Delhi,382,23530
Delhi,687,5580
Delhi,326,5223
Delhi,780,979
Delhi,12,8618
Delhi,266,0
Delhi,927,15905
Delhi,192,12317
Delhi,918,0
Delhi,634,1348
Delhi,706,9788
Delhi,712,12726
Delhi,378,10170
Delhi,324,3532
Delhi,859,17093
Delhi,523,16362
Delhi,91,7953
Delhi,489,7651
Delhi,924,37802
Delhi,45,9493
Delhi,715,26255
Delhi,10,0
Delhi,444,19600
Delhi,79,8155
Delhi,413,7138
Gujarat,535,9197
Gujarat,243,7437
Gujarat,587,52604
Gujarat,1164,4594
Gujarat,340,3047
Gujarat,438,12843
Gujarat,370,0
Gujarat,415,5253
Gujarat,1011,8524
Gujarat,686,465
Gujarat,1088,7799
Gujarat,450,4622
Gujarat,145,5951
Gujarat,309,37768
Gujarat,982,10148
Gujarat,138,10894
Gujarat,521,2522
Gujarat,1001,10506
Gujarat,589,2887
Gujarat,551,27770
Gujarat,443,20739
Gujarat,475,11315
Gujarat,697,14961
Gujarat,1074,24928
Gujarat,36,5838
Gujarat,845,12958
Gujarat,972,2666
Gujarat,516,8015
Gujarat,587,6174
Gujarat,661,12427
Gujarat,561,6020
Gujarat,735,25969
Gujarat,341,5370
Gujarat,168,5387
Gujarat,219,33561
Gujarat,482,6628
Gujarat,233,10768
Gujarat,60,15510
Gujarat,241,2411
Gujarat,221,5060
Gujarat,754,13201
Gujarat,936,15793
Gujarat,269,7252
Gujarat,925,5974
Gujarat,353,0
Gujarat,827,17714
Gujarat,108,17888
Gujarat,499,0
Gujarat,622,2747
Gujarat,923,23351
Gujarat,211,20446
Gujarat,776,10799
Gujarat,880,6984
Gujarat,596,16042
Gujarat,883,26189
Gujarat,557,36066
Gujarat,598,10886
Haryana,107,22550
Haryana,461,0
Haryana,84,9489
Haryana,204,16457
Haryana,241,8563
Haryana,429,16038
Haryana,41,14062
Haryana,773,34276
Haryana,429,10687
Haryana,165,8379
Haryana,178,9051
Haryana,964,34555
Haryana,554,3963
Haryana,317,22381
Haryana,686,3664
Haryana,246,13029
Haryana,468,3692
Haryana,859,0
Haryana,325,6435
Haryana,400,23336
Haryana,10,238
Haryana,680,21276
Haryana,471,13145
Haryana,485,23662
Haryana,220,9649
Haryana,811,45898
Haryana,980,2855
Haryana,739,22194
Haryana,980,26916
Haryana,58,9347
Haryana,415,7316
Haryana,346,1418
Haryana,594,11419
Haryana,593,17867
Haryana,398,12059
Haryana,553,2781
Haryana,180,23298
Haryana,697,13320
Haryana,745,16075
Haryana,372,5597
Haryana,77,8942
Haryana,178,0
Haryana,681,38802
Haryana,908,0
Haryana,1064,10575
Haryana,249,32354
Haryana,436,0
Haryana,315,3218
Haryana,657,10428
Haryana,61,9116
Jharkhand,549,6103
Jharkhand,549,23458
Jharkhand,244,6679
Jharkhand,578,10982
Jharkhand,323,10960
Jharkhand,738,98
Jharkhand,184,5524
Jharkhand,418,4823
Jharkhand,109,7911
Jharkhand,229,0
Jharkhand,117,5481
Jharkhand,249,9152
Jharkhand,419,5576
Jharkhand,643,14248
Jharkhand,331,3115
Jharkhand,21,3327
Jharkhand,457,5632
Jharkhand,930,5931
Jharkhand,250,16962
Jharkhand,492,14695
Jharkhand,1172,6041
Jharkhand,739,12367
Jharkhand,838,15699
Jharkhand,557,18566
Jharkhand,464,10997
Jharkhand,479,22944
Jharkhand,532,14580
Jharkhand,671,16920
Jharkhand,484,0
Jharkhand,583,6602
Jharkhand,796,0
Jharkhand,467,9647
Jharkhand,1026,4518
Jharkhand,285,2695
Jharkhand,524,7520
Jharkhand,665,12486
Jharkhand,881,9997
Jharkhand,652,12202
Jharkhand,416,3723
Jharkhand,709,13263
Jharkhand,649,4638
Jharkhand,413,0
Jharkhand,702,11578
Jharkhand,477,13374
Jharkhand,420,25417
Jharkhand,526,17562
Jharkhand,621,22102
Jharkhand,512,24759
Jharkhand,276,13185
Jharkhand,111,20033
Jharkhand,1195,0
Karnataka,456,12705
Karnataka,440,20702
Karnataka,452,12763
Karnataka,109,7635
Karnataka,729,10667
Karnataka,625,22351
Karnataka,636,8946
Telangana,498,12895
Telangana,572,5711
Telangana,710,16079
Telangana,371,4505
Telangana,22,11335
Telangana,171,10639
Telangana,440,4931
Telangana,195,6177
Telangana,408,19875
Telangana,588,34099
Telangana,771,0
Telangana,371,11110
Telangana,136,18501
Telangana,496,1529
Telangana,645,4251
Telangana,325,2951
Telangana,92,11644
Telangana,71,3892
Telangana,105,9495
Uttar Pradesh,379,36334
Uttar Pradesh,750,17109
Uttar Pradesh,191,13886
Uttar Pradesh,974,24867
Uttar Pradesh,65,15456
Uttar Pradesh,492,9811
Uttar Pradesh,136,0
Uttar Pradesh,200,13646
Uttar Pradesh,1519,25704
Uttar Pradesh,508,16727
Uttar Pradesh,264,10981
Uttar Pradesh,1053,33026
Uttar Pradesh,77,9766
Uttar Pradesh,571,9122
Uttar Pradesh,176,6697
Uttar Pradesh,903,3189
Uttar Pradesh,547,22591
Uttar Pradesh,388,6706
Uttar Pradesh,684,8498
Uttar Pradesh,274,33309
Uttar Pradesh,309,31443
Uttar Pradesh,326,6474
Uttar Pradesh,469,11474
Uttar Pradesh,992,34075
Uttar Pradesh,1122,5595
Uttar Pradesh,648,9605
Uttar Pradesh,494,7021
Uttar Pradesh,438,15505
Uttar Pradesh,232,14685
Uttar Pradesh,573,15509
Uttar Pradesh,1090,15083
Uttar Pradesh,515,0
Uttar Pradesh,781,0
Uttar Pradesh,430,7985
Uttar Pradesh,438,16640
Uttar Pradesh,478,13165
Uttar Pradesh,574,817
Uttar Pradesh,923,2181
Uttar Pradesh,864,4832
Uttar Pradesh,1007,12922
Uttar Pradesh,998,0
Uttar Pradesh,798,17568
Uttar Pradesh,634,29503
Uttar Pradesh,383,8732
Uttar Pradesh,155,20778
Uttar Pradesh,389,4436
Uttar Pradesh,687,27530
Uttar Pradesh,791,4391
Uttar Pradesh,833,773
Uttar Pradesh,36,7021
Uttar Pradesh,749,15648
Uttar Pradesh,869,6973
West Bengal,269,17856
West Bengal,371,8332
West Bengal,1083,8765
West Bengal,1218,11021
West Bengal,416,15504
West Bengal,453,14860
West Bengal,241,1886
West Bengal,450,16436
West Bengal,530,8944
West Bengal,457,6471
West Bengal,471,10577
West Bengal,871,8043
West Bengal,578,4367
West Bengal,520,16102
West Bengal,41,7894
West Bengal,242,21006
West Bengal,492,10242
West Bengal,144,9588
West Bengal,375,9
West Bengal,487,11140
West Bengal,10,27119
West Bengal,376,16997
West Bengal,93,30132
West Bengal,679,11392
West Bengal,328,4224
West Bengal,895,14666
West Bengal,171,15892
West Bengal,798,216
West Bengal,329,7836
West Bengal,665,32284
West Bengal,713,19314
West Bengal,259,25049
West Bengal,796,5066
West Bengal,533,21185
West Bengal,128,22290
West Bengal,437,10076
West Bengal,151,423
West Bengal,165,9952
West Bengal,319,8034
West Bengal,754,9877
West Bengal,90,21240
West Bengal,740,14513
West Bengal,293,14574
West Bengal,367,15621
West Bengal,536,10283
West Bengal,543,1308
West Bengal,667,15572
West Bengal,348,9276
West Bengal,854,6221
West Bengal,212,16863
West Bengal,888,2989
West Bengal,597,16143
West Bengal,162,16652
West Bengal,1327,18216
West Bengal,11,11298
West Bengal,1006,17379
Assam,743,0
Assam,142,16738
Assam,806,4506
Assam,149,8180
Assam,595,17127
Assam,941,3845
Assam,520,5987
Assam,169,2210
Assam,936,2166
Assam,235,420
Assam,253,16077
Assam,250,21893
Assam,655,21935
Assam,494,23314
Assam,666,0
Assam,598,0
Assam,28,3609
Assam,291,24633
Assam,501,24843
Assam,590,5600
Assam,154,14095
Assam,256,16020
Assam,487,11891
Assam,712,4929
Assam,40,7020
Assam,708,27243
Assam,320,12163
Assam,668,2901
Assam,761,3730
Assam,305,17079
Assam,555,4786
Assam,842,11238
Assam,212,33359
Assam,276,3979
Assam,1006,9516
Assam,605,10453
Assam,361,12728
Assam,435,10664
Assam,530,8336
Assam,970,32012
Assam,306,3785
Assam,885,22353
Assam,1059,31805
Assam,215,29375
Assam,263,19837
Assam,508,5373
Assam,133,3309
Assam,420,11252
Assam,148,21822
Assam,260,27241
Assam,339,5574
Assam,70,0
Assam,937,15580
Assam,446,11642
Assam,851,3120
Assam,980,7048
Assam,390,2749
Bihar,17,16158
Bihar,663,0
Bihar,859,669
Bihar,273,11390
Bihar,855,10724
Bihar,790,0
Bihar,82,10879
Bihar,361,646
Bihar,331,1270
Bihar,964,17833
Bihar,432,18125
Bihar,223,6269
Bihar,291,16654
Bihar,903,15657
Bihar,179,0
Bihar,820,11433
Bihar,713,31507
Bihar,251,0
Bihar,338,4589
Bihar,615,4108
Bihar,383,27427
Bihar,11,19315
Bihar,59,11909
Bihar,10,7736
Bihar,742,7742
Bihar,81,10838
Bihar,56,10187
Bihar,1048,0
Bihar,285,0
Bihar,43,5126
Bihar,22,12869
Bihar,103,0
Bihar,602,1862
Bihar,723,18011
Bihar,476,3379
Bihar,250,3980
Bihar,629,1759
Bihar,827,14330
Bihar,451,3312
Bihar,740,12245
Bihar,362,30535
Bihar,118,33825
Bihar,622,7439
Bihar,434,14603
Chhattisgarh,507,16115
Chhattisgarh,113,7682
Chhattisgarh,434,14904
Chhattisgarh,217,15194
Chhattisgarh,701,5903
Chhattisgarh,594,20671
Chhattisgarh,620,25510
Chhattisgarh,263,16990
Chhattisgarh,466,11322
Chhattisgarh,479,42820
Chhattisgarh,445,1475
Chhattisgarh,508,23559
Chhattisgarh,313,20360
Chhattisgarh,125,4600
Chhattisgarh,402,5841
Chhattisgarh,622,10859
Chhattisgarh,659,6457
Chhattisgarh,235,25104
Chhattisgarh,141,29242
Chhattisgarh,290,0
Chhattisgarh,424,13687
Chhattisgarh,971,19563
Chhattisgarh,602,20256
Chhattisgarh,703,11691
Chhattisgarh,297,0
Chhattisgarh,343,6368
Chhattisgarh,1003,8347
Chhattisgarh,494,14739
Chhattisgarh,1118,16293
Chhattisgarh,650,0
Chhattisgarh,781,13198
Chhattisgarh,121,7158
Chhattisgarh,10,21227
Chhattisgarh,366,1055
Chhattisgarh,401,7696
Chhattisgarh,770,4966
Chhattisgarh,1060,17525
Chhattisgarh,373,13709
Chhattisgarh,49,20574
Chhattisgarh,425,18569
Chhattisgarh,553,27825
Chhattisgarh,430,7247
Chhattisgarh,728,5973
Chhattisgarh,165,35224
Chhattisgarh,179,17070
Chhattisgarh,862,19797
Chhattisgarh,143,1672
Chhattisgarh,570,18161
Chhattisgarh,37,276
Chhattisgarh,779,7102
Chhattisgarh,681,12036
Chhattisgarh,378,2352
Chhattisgarh,605,22707
Chhattisgarh,543,10632
Chhattisgarh,209,10119
Chhattisgarh,594,7462
Delhi,127,67
Delhi,648,477
Delhi,531,3370
Delhi,401,8486
Delhi,705,7314
Delhi,547,12119
Delhi,1086,6818
Delhi,292,20181
Delhi,336,1625
Delhi,442,0
Delhi,10,5398
Delhi,233,29619
Delhi,636,1260
Delhi,823,0
Delhi,598,12660
Delhi,770,24035
Delhi,260,1127
Delhi,503,6289
Delhi,476,9124
Delhi,104,17049
Delhi,957,34280
Delhi,499,17461
Delhi,155,8581
Delhi,548,0
Delhi,570,15777
Delhi,90,10351
Delhi,945,5326
Delhi,180,33240
Delhi,242,18696
Delhi,400,4060
Delhi,957,7708
Delhi,377,15320
Delhi,207,8109
Delhi,1149,7345
Delhi,696,22521
Delhi,607,23940
Delhi,623,12530
Delhi,694,3344
Delhi,509,17421
Delhi,1063,9676
Delhi,27,30773
Delhi,711,7647
Delhi,346,20573
Delhi,447,11647
Delhi,557,3261
Delhi,650,12255
Delhi,13,438
Delhi,382,18700
Delhi,628,16476
Delhi,427,7234
Delhi,181,22127
Delhi,206,16929
Delhi,492,24525
Delhi,573,10343
Delhi,124,4668
Gujarat,18,20982
Gujarat,781,11699
Gujarat,850,21458
Gujarat,558,8702
Gujarat,413,1473
Gujarat,527,1886
Gujarat,685,6649
Gujarat,311,15744
Gujarat,905,10907
Gujarat,236,9251
Gujarat,945,26926
Gujarat,804,38267
Gujarat,208,9899
Gujarat,414,14813
Gujarat,791,1263
Gujarat,964,4583
Gujarat,540,11908
Gujarat,625,12463
Gujarat,699,7268
Gujarat,597,15915
Gujarat,661,7639
Gujarat,131,8472
Gujarat,799,23444
Gujarat,446,9026
Gujarat,693,23876
Gujarat,284,12454
Gujarat,530,11333
Gujarat,333,0
Gujarat,106,36797
Gujarat,152,7415
Gujarat,524,18347
Gujarat,890,2842
Gujarat,65,13633
Gujarat,400,5660
Gujarat,509,3691
Gujarat,519,12574
Gujarat,460,0
Gujarat,302,14622
Gujarat,449,10780
Gujarat,528,10249
Gujarat,76,15946
Gujarat,319,127
Gujarat,295,2931
Gujarat,270,1681
Gujarat,351,13327
Gujarat,116,5414
Gujarat,59,5565
Gujarat,781,0
Gujarat,546,2606
Gujarat,598,3225
Gujarat,668,0
Haryana,774,8603
Haryana,247,38170
Haryana,287,11821
Haryana,518,14658
Haryana,439,25340
Haryana,452,2603
Haryana,1293,15089
Haryana,332,20880
Haryana,1005,1609
Haryana,569,16616
Haryana,364,8386
Haryana,683,579
Haryana,903,5684
Haryana,414,4916
Haryana,698,3209
Haryana,323,1027
Haryana,965,4038
Haryana,137,0
Haryana,635,32994
Haryana,668,8693
Haryana,510,0
Haryana,296,10189
Haryana,349,895
Haryana,165,19213
Haryana,327,0
Haryana,863,3076
Haryana,356,13455
Haryana,239,9058
Haryana,335,11274
Haryana,432,26483
Haryana,277,5582
Haryana,91,20010
Haryana,591,9102
Haryana,126,12075
Haryana,916,5065
Haryana,781,19442
Haryana,541,13837
Haryana,637,18512
Haryana,626,17101
Haryana,1098,17536
Haryana,538,14197
Haryana,207,13856
Haryana,510,20529
Haryana,303,6926
Haryana,112,2986
Jharkhand,135,6958
Jharkhand,156,11253
Jharkhand,156,0
Jharkhand,301,4372
Jharkhand,789,17265
Jharkhand,229,23457
Jharkhand,448,28158
Jharkhand,647,19180
Jharkhand,146,15199
Jharkhand,751,16866
Jharkhand,305,12768
Jharkhand,782,20754
Jharkhand,87,3847
Jharkhand,684,10728
Jharkhand,447,1850
Jharkhand,456,19053
Jharkhand,156,19020
Jharkhand,474,2540
Jharkhand,637,6493
Jharkhand,463,0
Jharkhand,228,16995
Jharkhand,765,26574
Jharkhand,925,12264
Jharkhand,636,1785
Jharkhand,409,16747
Jharkhand,173,7689
Jharkhand,316,2269
Jharkhand,198,10283
Jharkhand,368,14112
Jharkhand,208,70
Jharkhand,101,3978
Jharkhand,794,19876
Jharkhand,697,23195
Jharkhand,455,5021
Jharkhand,213,13538
Jharkhand,638,1257
Jharkhand,150,6324
Jharkhand,674,13355
Jharkhand,830,8664
Jharkhand,194,9509
Jharkhand,201,35547
Jharkhand,414,2848
Jharkhand,680,38102
Jharkhand,461,10207
Jharkhand,265,18913
Jharkhand,572,12441
Jharkhand,426,4696
Jharkhand,383,0
Jharkhand,614,11957
Jharkhand,683,7556
Jharkhand,51,26616
Karnataka,662,22232
Karnataka,130,16688
Karnataka,474,9708
Karnataka,865,8788
Karnataka,449,0
Karnataka,622,13805
Karnataka,521,3390
Karnataka,597,31497
Karnataka,134,30994
Karnataka,380,7872
Karnataka,661,29316
Karnataka,705,14781
Karnataka,199,6897
Karnataka,155,19670
Karnataka,743,5314
Karnataka,763,2175
Karnataka,22,1013
Karnataka,964,3928
Karnataka,382,28735
Karnataka,150,14147
Karnataka,601,8221
Karnataka,189,20997
Karnataka,610,3368
Karnataka,730,24124
Karnataka,12,7224
Karnataka,129,10041
Karnataka,399,4311
Karnataka,779,24143
Karnataka,266,17374
Karnataka,342,22798
Karnataka,668,12111
Karnataka,648,15713
Karnataka,683,18515
Karnataka,376,2245
Karnataka,714,5951
Karnataka,683,464
Karnataka,375,6808
Karnataka,318,1062
Karnataka,844,5648
Karnataka,808,24004
Karnataka,28,10736
Karnataka,863,209
Karnataka,211,7006
Karnataka,1412,25885
Karnataka,290,12982
Karnataka,179,11204
Karnataka,631,34089
Karnataka,695,1647
Karnataka,10,8869
Karnataka,561,14084
Kerala,11,0
Kerala,688,18968
Kerala,116,24840
Kerala,455,0
Kerala,568,15306
Kerala,918,12886
Kerala,418,3930
Kerala,564,11538
Kerala,721,1914
Kerala,758,4088
Kerala,585,13645
Kerala,353,12277
Kerala,198,7445
Kerala,342,7000
Kerala,552,6050
Kerala,327,7472
Kerala,440,0
Kerala,1121,3940
Kerala,357,7442
Kerala,732,11766
Kerala,555,27101
Kerala,245,1075
Kerala,97,7314
Kerala,255,11107
Kerala,493,1796
Kerala,924,9526
Kerala,182,20652
Kerala,694,16106
Kerala,486,8841
Kerala,788,13861
Kerala,177,5592
Kerala,239,0
Kerala,35,2022
Kerala,167,14115
Kerala,620,28589
Kerala,673,11501
Kerala,597,12950
Kerala,1228,14594
Kerala,11,22948
Kerala,173,786
Kerala,424,26138
Kerala,583,9033
Kerala,210,6284
Kerala,378,9485
Kerala,64,5960
Kerala,455,6326
Kerala,459,0
Kerala,303,3133
Kerala,317,7731
Kerala,1185,9476
Madhya Pradesh,407,6017
Madhya Pradesh,313,14865
Madhya Pradesh,372,8580
Madhya Pradesh,86,1656
Madhya Pradesh,283,14386
Madhya Pradesh,389,3528
Madhya Pradesh,200,11350
Madhya Pradesh,335,22684
Madhya Pradesh,95,12659
Madhya Pradesh,514,0
Madhya Pradesh,984,2440
Madhya Pradesh,64,6862
Madhya Pradesh,821,13078
Madhya Pradesh,914,21592
Madhya Pradesh,567,15062
Punjab,294,15213
Punjab,362,6421
Punjab,288,19561
Punjab,46,28706
Punjab,552,13173
Punjab,594,4234
Punjab,353,25336
Punjab,558,16210
Punjab,907,21870
Punjab,242,5714
Punjab,562,10609
Punjab,573,21396
Punjab,385,8277
Punjab,480,19756
